GISJOIN,AREANAME,PopTotal,White,NonWhite,WhiteNative,Black,MedHouseValue,MedGrossRent
G26016300358,STCTY-26163 TRACT-    0358     IN DETROIT MI,6887,6886,1,5738,1,4272,38.78
G26016300359,STCTY-26163 TRACT-    0359     IN DETROIT MI,916,916,0,771,0,2161,0
G26016300401,STCTY-26163 TRACT-    0401     IN DETROIT MI,4524,4518,6,4019,3,6787,58.82
G26016300402,STCTY-26163 TRACT-    0402     IN DETROIT MI,2556,2554,2,2181,2,4703,0
G26016300403,STCTY-26163 TRACT-    0403     IN DETROIT MI,3812,3812,0,3274,0,2315,31.69
G26016300404,STCTY-26163 TRACT-    0404     IN DETROIT MI,2382,2382,0,2005,0,2681,36.04
G26016300405,STCTY-26163 TRACT-    0405     IN DETROIT MI,4477,4477,0,3833,0,2546,31.68
G26016300406,STCTY-26163 TRACT-    0406     IN DETROIT MI,3794,3790,4,3354,4,7898,0
G26016300407,STCTY-26163 TRACT-    0407     IN DETROIT MI,2601,2595,6,2277,6,8066,63.7
G26016300408,STCTY-26163 TRACT-    0408     IN DETROIT MI,2603,2603,0,2275,0,6099,56.31
G26016300409,STCTY-26163 TRACT-    0409     IN DETROIT MI,6308,6306,2,5403,2,6249,56.29
G26016300410,STCTY-26163 TRACT-    0410     IN DETROIT MI,4058,4019,39,3604,35,9872,89.36
G26016300411,STCTY-26163 TRACT-    0411     IN DETROIT MI,1357,1354,3,1181,3,7279,0
G26016300412,STCTY-26163 TRACT-    0412     IN DETROIT MI,2363,2363,0,2054,0,5262,43.99
G26016300413,STCTY-26163 TRACT-    0413     IN DETROIT MI,844,843,1,728,1,7414,0
G26016300414,STCTY-26163 TRACT-    0414     IN DETROIT MI,2110,2110,0,1771,0,4170,45
G26016300415,STCTY-26163 TRACT-    0415     IN DETROIT MI,4230,4224,6,3591,0,2930,32.63
G26016300451,STCTY-26163 TRACT-    0451     IN DETROIT MI,2844,2844,0,2330,0,3770,36.42
G26016300452,STCTY-26163 TRACT-    0452     IN DETROIT MI,457,455,2,396,2,5820,0
G26016300453,STCTY-26163 TRACT-    0453     IN DETROIT MI,5084,5083,1,4336,1,4232,45.31
G26016300454,STCTY-26163 TRACT-    0454     IN DETROIT MI,1737,1735,2,1486,2,4682,46.02
G26016300455,STCTY-26163 TRACT-    0455     IN DETROIT MI,1708,1707,1,1411,1,4914,48.14
G26016300456,STCTY-26163 TRACT-    0456     IN DETROIT MI,1345,1341,4,1140,1,3060,0
G26016300457,STCTY-26163 TRACT-    0457     IN DETROIT MI,483,483,0,409,0,0,0
G26016300458,STCTY-26163 TRACT-    0458     IN DETROIT MI,500,500,0,417,0,0,0
G26016300459,STCTY-26163 TRACT-    0459     IN DETROIT MI,666,666,0,582,0,3906,0
G26016300501,STCTY-26163 TRACT-    0501     IN DETROIT MI,2834,2824,10,2271,7,2795,30.25
G26016300502,STCTY-26163 TRACT-    0502     IN DETROIT MI,2269,2160,109,1561,107,0,25.78
G26016300503,STCTY-26163 TRACT-    0503     IN DETROIT MI,3361,2339,1022,1623,1012,1890,26.63
G26016300504,STCTY-26163 TRACT-    0504     IN DETROIT MI,3917,2072,1845,1554,1837,0,28
G26016300505,STCTY-26163 TRACT-    0505     IN DETROIT MI,2743,1172,1571,882,1563,0,23.24
G26016300506,STCTY-26163 TRACT-    0506     IN DETROIT MI,3760,2779,981,1767,957,0,25.32
G26016300507,STCTY-26163 TRACT-    0507     IN DETROIT MI,1614,1509,105,939,104,0,0
G26016300508,STCTY-26163 TRACT-    0508     IN DETROIT MI,3362,917,2445,573,2444,0,26.68
G26016300509,STCTY-26163 TRACT-    0509     IN DETROIT MI,3452,283,3169,185,3168,0,29.22
G26016300510,STCTY-26163 TRACT-    0510     IN DETROIT MI,3218,749,2469,547,2469,2118,31.34
G26016300511,STCTY-26163 TRACT-    0511     IN DETROIT MI,3590,305,3285,194,3285,2102,31.98
G26016300512,STCTY-26163 TRACT-    0512     IN DETROIT MI,5089,1005,4084,697,4083,2417,29.84
G26016300513,STCTY-26163 TRACT-    0513     IN DETROIT MI,2840,1370,1470,954,1464,1695,32.13
G26016300514,STCTY-26163 TRACT-    0514     IN DETROIT MI,4112,3741,371,2562,369,2221,33.05
G26016300515,STCTY-26163 TRACT-    0515     IN DETROIT MI,4767,3113,1654,2198,1654,2362,31.89
G26016300516,STCTY-26163 TRACT-    0516     IN DETROIT MI,3983,2165,1818,1428,1818,2285,31.41
G26016300517,STCTY-26163 TRACT-    0517     IN DETROIT MI,3141,3017,124,2287,122,2000,32.25
G26016300518,STCTY-26163 TRACT-    0518     IN DETROIT MI,3194,3185,9,2428,8,3559,40.83
G26016300519,STCTY-26163 TRACT-    0519     IN DETROIT MI,4628,4499,129,3412,129,3140,36.58
G26016300520,STCTY-26163 TRACT-    0520     IN DETROIT MI,4743,4549,194,3545,194,3029,39.19
G26016300521,STCTY-26163 TRACT-    0521     IN DETROIT MI,5554,5500,54,4482,51,2561,35.28
G26016300522,STCTY-26163 TRACT-    0522     IN DETROIT MI,5298,5298,0,4150,0,2400,33.1
G26016300523,STCTY-26163 TRACT-    0523     IN DETROIT MI,6415,6291,124,4863,124,2278,32.64
G26016300524,STCTY-26163 TRACT-    0524     IN DETROIT MI,4155,4096,59,2734,59,2259,33.27
G26016300525,STCTY-26163 TRACT-    0525     IN DETROIT MI,6833,6563,270,4611,270,1967,30.3
G26016300526,STCTY-26163 TRACT-    0526     IN DETROIT MI,4088,2397,1691,1555,1686,2254,27.32
G26016300527,STCTY-26163 TRACT-    0527     IN DETROIT MI,1344,508,836,346,836,0,27.13
G26016300528,STCTY-26163 TRACT-    0528     IN DETROIT MI,4568,165,4403,101,4395,0,33.57
G26016300529,STCTY-26163 TRACT-    0529     IN DETROIT MI,4797,61,4736,31,4732,0,29.92
G26016300530,STCTY-26163 TRACT-    0530     IN DETROIT MI,1142,831,311,595,309,0,0
G26016300531,STCTY-26163 TRACT-    0531     IN DETROIT MI,7612,4853,2759,3569,2707,0,25.88
G26016300532,STCTY-26163 TRACT-    0532     IN DETROIT MI,4687,3123,1564,2432,1545,0,27.98
G26016300533,STCTY-26163 TRACT-    0533     IN DETROIT MI,5167,2356,2811,1898,2805,0,35.87
G26016300534,STCTY-26163 TRACT-    0534     IN DETROIT MI,3671,225,3446,176,3439,0,31.62
G26016300535,STCTY-26163 TRACT-    0535     IN DETROIT MI,3253,10,3243,8,3243,0,20.03
G26016300536,STCTY-26163 TRACT-    0536     IN DETROIT MI,3619,145,3474,96,3473,0,32.27
G26016300537,STCTY-26163 TRACT-    0537     IN DETROIT MI,5369,1406,3963,1085,3962,1735,28.29
G26016300538,STCTY-26163 TRACT-    0538     IN DETROIT MI,4391,2378,2013,1830,2013,1808,26.17
G26016300539,STCTY-26163 TRACT-    0539     IN DETROIT MI,5421,4196,1225,3245,1225,1633,24.59
G26016300540,STCTY-26163 TRACT-    0540     IN DETROIT MI,2873,2872,1,2145,0,2059,29.84
G26016300541,STCTY-26163 TRACT-    0541     IN DETROIT MI,3651,3451,200,2628,200,1362,24.1
G26016300542,STCTY-26163 TRACT-    0542     IN DETROIT MI,2776,2009,767,1098,767,2300,28.78
G26016300543,STCTY-26163 TRACT-    0543     IN DETROIT MI,7512,1687,5825,852,5803,2330,34.59
G26016300544,STCTY-26163 TRACT-    0544     IN DETROIT MI,7652,220,7432,141,7428,0,37.61
G26016300545,STCTY-26163 TRACT-    0545     IN DETROIT MI,7757,2625,5132,2156,5132,0,40.96
G26016300546,STCTY-26163 TRACT-    0546     IN DETROIT MI,4680,2187,2493,1762,2476,0,34.05
G26016300547,STCTY-26163 TRACT-    0547     IN DETROIT MI,1515,441,1074,322,1074,0,33.64
G26016300548,STCTY-26163 TRACT-    0548     IN DETROIT MI,5587,5506,81,4053,79,2187,27.43
G26016300549,STCTY-26163 TRACT-    0549     IN DETROIT MI,3608,3477,131,2494,129,1990,24.1
G26016300550,STCTY-26163 TRACT-    0550     IN DETROIT MI,6569,6569,0,4775,0,2417,31.16
G26016300551,STCTY-26163 TRACT-    0551     IN DETROIT MI,4325,4174,151,3584,141,4000,33.32
G26016300552,STCTY-26163 TRACT-    0552     IN DETROIT MI,3867,3023,844,2524,834,4647,40.28
G26016300553,STCTY-26163 TRACT-    0553     IN DETROIT MI,11419,9812,1607,7413,1578,4246,40.58
G26016300554,STCTY-26163 TRACT-    0554     IN DETROIT MI,1829,1025,804,635,804,2438,33.74
G26016300555,STCTY-26163 TRACT-    0555     IN DETROIT MI,3150,1479,1671,836,1639,1826,33.81
G26016300556,STCTY-26163 TRACT-    0556     IN DETROIT MI,5138,2105,3033,1143,2990,2314,35.59
G26016300557,STCTY-26163 TRACT-    0557     IN DETROIT MI,5364,2369,2995,1917,2987,3488,41.37
G26016300558,STCTY-26163 TRACT-    0558     IN DETROIT MI,6943,1652,5291,1320,5289,2645,34.35
G26016300559,STCTY-26163 TRACT-    0559     IN DETROIT MI,4038,1892,2146,1404,2141,2218,30.58
G26016300560,STCTY-26163 TRACT-    0560     IN DETROIT MI,3206,2777,429,2095,429,2469,31.25
G26016300561,STCTY-26163 TRACT-    0561     IN DETROIT MI,4444,4444,0,3275,0,2427,33.57
G26016300562,STCTY-26163 TRACT-    0562     IN DETROIT MI,6438,6130,308,4333,308,2939,34.62
G26016300563,STCTY-26163 TRACT-    0563     IN DETROIT MI,3718,3717,1,2547,1,3302,37.7
G26016300564,STCTY-26163 TRACT-    0564     IN DETROIT MI,3730,3730,0,2673,0,3572,37.63
G26016300565,STCTY-26163 TRACT-    0565     IN DETROIT MI,3690,3690,0,2929,0,3260,36.68
G26016300566,STCTY-26163 TRACT-    0566     IN DETROIT MI,5269,5265,4,4187,4,2754,33.27
G26016300567,STCTY-26163 TRACT-    0567     IN DETROIT MI,3647,3647,0,2844,0,3752,38.2
G26016300568,STCTY-26163 TRACT-    0568     IN DETROIT MI,3458,3458,0,2748,0,3161,35.66
G26016300569,STCTY-26163 TRACT-    0569     IN DETROIT MI,3413,3407,6,2854,6,2743,32.96
G26016300570,STCTY-26163 TRACT-    0570     IN DETROIT MI,7696,7656,40,5773,33,2352,30.72
G26016300571,STCTY-26163 TRACT-    0571     IN DETROIT MI,13046,10782,2264,6889,2263,2631,33.39
G26016300572,STCTY-26163 TRACT-    0572     IN DETROIT MI,11372,8020,3352,5082,3350,2382,29.93
G26016300601,STCTY-26163 TRACT-    0601     IN DETROIT MI,3504,3503,1,2759,1,3541,35.9
G26016300602,STCTY-26163 TRACT-    0602     IN DETROIT MI,4333,4140,193,2920,193,2898,37.22
G26016300603,STCTY-26163 TRACT-    0603     IN DETROIT MI,5039,3710,1329,2893,1329,3593,36.62
G26016300604,STCTY-26163 TRACT-    0604     IN DETROIT MI,4379,3768,611,2682,610,2820,34.96
G26016300605,STCTY-26163 TRACT-    0605     IN DETROIT MI,3532,3321,211,2482,210,3152,38.36
G26016300606,STCTY-26163 TRACT-    0606     IN DETROIT MI,7181,7181,0,5441,0,3370,36.39
G26016300607,STCTY-26163 TRACT-    0607     IN DETROIT MI,6149,6144,5,4489,2,2899,35.63
G26016300608,STCTY-26163 TRACT-    0608     IN DETROIT MI,3501,3501,0,2652,0,5750,45.87
G26016300609,STCTY-26163 TRACT-    0609     IN DETROIT MI,3760,3759,1,2930,1,3985,47.61
G26016300610,STCTY-26163 TRACT-    0610     IN DETROIT MI,4594,4594,0,3595,0,3398,38.78
G26016300611,STCTY-26163 TRACT-    0611     IN DETROIT MI,2077,2077,0,1693,0,3228,40.9
G26016300612,STCTY-26163 TRACT-    0612     IN DETROIT MI,7075,7075,0,5793,0,3678,42.16
G26016300613,STCTY-26163 TRACT-    0613     IN DETROIT MI,5693,5692,1,4708,1,3803,42.65
G26016300614,STCTY-26163 TRACT-    0614     IN DETROIT MI,2259,2259,0,1778,0,3693,40.33
G26016300615,STCTY-26163 TRACT-    0615     IN DETROIT MI,2060,2060,0,1716,0,3505,38.41
G26016300616,STCTY-26163 TRACT-    0616     IN DETROIT MI,2427,2427,0,1920,0,4750,41.01
G26016300651,STCTY-26163 TRACT-    0651     IN DETROIT MI,2300,2300,0,1858,0,4347,47.21
G26016300652,STCTY-26163 TRACT-    0652     IN DETROIT MI,3946,3946,0,3213,0,5186,46.21
G26016300653,STCTY-26163 TRACT-    0653     IN DETROIT MI,3685,3684,1,2925,0,5060,45.46
G26016300654,STCTY-26163 TRACT-    0654     IN DETROIT MI,5081,5066,15,4035,12,4503,42.45
G26016300655,STCTY-26163 TRACT-    0655     IN DETROIT MI,1644,1644,0,1206,0,2423,36.19
G26016300656,STCTY-26163 TRACT-    0656     IN DETROIT MI,4336,4336,0,3612,0,5669,47.9
G26016300657,STCTY-26163 TRACT-    0657     IN DETROIT MI,1210,1210,0,980,0,5094,47.07
G26016300658,STCTY-26163 TRACT-    0658     IN DETROIT MI,2219,2219,0,1705,0,3621,41.56
G26016300659,STCTY-26163 TRACT-    0659     IN DETROIT MI,3724,3720,4,2956,0,4049,42.74
G26016300660,STCTY-26163 TRACT-    0660     IN DETROIT MI,5594,5589,5,4505,0,5168,44.26
G26016300661,STCTY-26163 TRACT-    0661     IN DETROIT MI,7209,7205,4,5822,4,3660,38.41
G26016300662,STCTY-26163 TRACT-    0662     IN DETROIT MI,4691,4553,138,3504,137,2810,35.88
G26016300663,STCTY-26163 TRACT-    0663     IN DETROIT MI,5826,5809,17,4310,17,2914,36.74
G26016300664,STCTY-26163 TRACT-    0664     IN DETROIT MI,2315,2313,2,1819,2,3074,38.05
G26016300665,STCTY-26163 TRACT-    0665     IN DETROIT MI,3179,3179,0,2432,0,2838,39.06
G26016300666,STCTY-26163 TRACT-    0666     IN DETROIT MI,2714,2714,0,2220,0,4260,41.48
G26016300667,STCTY-26163 TRACT-    0667     IN DETROIT MI,1220,1220,0,1022,0,5873,0
G26016300668,STCTY-26163 TRACT-    0668     IN DETROIT MI,1421,1420,1,1169,0,5014,44.89
G26016300669,STCTY-26163 TRACT-    0669     IN DETROIT MI,2348,2348,0,1841,0,3841,35.55
G26016300670,STCTY-26163 TRACT-    0670     IN DETROIT MI,4770,4765,5,3992,1,4778,44.95
G26016300671,STCTY-26163 TRACT-    0671     IN DETROIT MI,3317,3317,0,2668,0,4213,40.73
G26016300701,STCTY-26163 TRACT-    0701     IN DETROIT MI,5454,5454,0,4045,0,3816,45.55
G26016300702,STCTY-26163 TRACT-    0702     IN DETROIT MI,6819,6819,0,5332,0,5305,53.07
G26016300703,STCTY-26163 TRACT-    0703     IN DETROIT MI,9253,9251,2,7610,0,5963,49.45
G26016300704,STCTY-26163 TRACT-    0704     IN DETROIT MI,2647,2647,0,2225,0,4836,43.76
G26016300705,STCTY-26163 TRACT-    0705     IN DETROIT MI,6900,6881,19,5752,0,4527,44.15
G26016300706,STCTY-26163 TRACT-    0706     IN DETROIT MI,5503,5500,3,4626,2,4232,43.13
G26016300707,STCTY-26163 TRACT-    0707     IN DETROIT MI,3364,3364,0,2732,0,4599,42.37
G26016300708,STCTY-26163 TRACT-    0708     IN DETROIT MI,2193,2193,0,1865,0,5852,51.8
G26016300709,STCTY-26163 TRACT-    0709     IN DETROIT MI,4300,4299,1,3717,1,7658,65.78
G26016300710,STCTY-26163 TRACT-    0710     IN DETROIT MI,2557,2557,0,1979,0,4067,38.71
G26016300711,STCTY-26163 TRACT-    0711     IN DETROIT MI,2380,2380,0,1795,0,2866,36.75
G26016300712,STCTY-26163 TRACT-    0712     IN DETROIT MI,4487,4483,4,3959,4,7881,68.01
G26016300713,STCTY-26163 TRACT-    0713     IN DETROIT MI,3544,3540,4,3019,4,6483,59.17
G26016300751,STCTY-26163 TRACT-    0751     IN DETROIT MI,3821,3809,12,3304,12,4055,51.97
G26016300752,STCTY-26163 TRACT-    0752     IN DETROIT MI,3887,3869,18,3218,14,5541,44.2
G26016300753,STCTY-26163 TRACT-    0753     IN DETROIT MI,5580,5576,4,4606,4,4841,44.81
G26016300754,STCTY-26163 TRACT-    0754     IN DETROIT MI,11999,11401,598,9244,493,3530,40.01
G26016300755,STCTY-26163 TRACT-    0755     IN DETROIT MI,3889,3801,88,3253,86,2719,30.9
G26016300756,STCTY-26163 TRACT-    0756     IN DETROIT MI,5264,5250,14,4302,5,2920,38.06
G26016300757,STCTY-26163 TRACT-    0757     IN DETROIT MI,7387,7345,42,5969,34,2648,42.74
G26016300758,STCTY-26163 TRACT-    0758     IN DETROIT MI,3393,3335,58,2870,50,9375,72.64
G26016300759,STCTY-26163 TRACT-    0759     IN DETROIT MI,6272,6241,31,5115,14,3215,41.36
G26016300760,STCTY-26163 TRACT-    0760     IN DETROIT MI,4402,4386,16,3464,16,3669,40.14
G26016300761,STCTY-26163 TRACT-    0761     IN DETROIT MI,2983,2877,106,2381,105,4860,39.44
G26016300762,STCTY-26163 TRACT-    0762     IN DETROIT MI,6058,5994,64,4715,64,3673,36.36
G26016300763,STCTY-26163 TRACT-    0763     IN DETROIT MI,7318,7292,26,5904,20,3169,39.23
G26016300764,STCTY-26163 TRACT-    0764     IN DETROIT MI,5331,5291,40,4398,40,3851,39.32
G26016300765,STCTY-26163 TRACT-    0765     IN DETROIT MI,6056,5867,189,4465,189,3169,36.86
G26016300766,STCTY-26163 TRACT-    0766     IN DETROIT MI,4482,4456,26,3462,25,2594,34.99
G26016300767,STCTY-26163 TRACT-    0767     IN DETROIT MI,3148,3142,6,2591,6,2871,35.14
G26016300768,STCTY-26163 TRACT-    0768     IN DETROIT MI,3926,3771,155,2969,155,3323,37.65
G26016300769,STCTY-26163 TRACT-    0769     IN DETROIT MI,4741,4677,64,3555,64,2942,36.84
G26016300770,STCTY-26163 TRACT-    0770     IN DETROIT MI,4761,4521,240,3402,238,3286,37.4
G26016300771,STCTY-26163 TRACT-    0771     IN DETROIT MI,5628,5621,7,4419,7,3344,39.05
G26016300772,STCTY-26163 TRACT-    0772     IN DETROIT MI,5419,5403,16,4358,15,3777,40.82
G26016300773,STCTY-26163 TRACT-    0773     IN DETROIT MI,4279,4278,1,3509,0,4043,43.91
G26016300774,STCTY-26163 TRACT-    0774     IN DETROIT MI,5811,5772,39,4733,11,3330,35.9
G26016300775,STCTY-26163 TRACT-    0775     IN DETROIT MI,4437,4414,23,3573,20,2557,34.19
G26016300776,STCTY-26163 TRACT-    0776     IN DETROIT MI,3259,3255,4,2546,4,3375,34.59
G26016300777,STCTY-26163 TRACT-    0777     IN DETROIT MI,2061,2040,21,1534,19,3431,38.76
G26016300778,STCTY-26163 TRACT-    0778     IN DETROIT MI,749,749,0,586,0,0,35.85
G26016300779,STCTY-26163 TRACT-    0779     IN DETROIT MI,4684,4678,6,3940,0,4341,40.02
G26016300780,STCTY-26163 TRACT-    0780     IN DETROIT MI,6189,6172,17,5022,14,3934,40.88
G26016300781,STCTY-26163 TRACT-    0781     IN DETROIT MI,4815,4813,2,3626,0,3315,41.64
G26016300782,STCTY-26163 TRACT-    0782     IN DETROIT MI,3868,3858,10,3049,2,3559,43.66
G26016300783,STCTY-26163 TRACT-    0783     IN DETROIT MI,6400,6388,12,5271,0,3592,40.51
G26016300784,STCTY-26163 TRACT-    0784     IN DETROIT MI,3766,3756,10,3075,0,4226,41.88
G26016300785,STCTY-26163 TRACT-    0785     IN DETROIT MI,4702,4681,21,3722,11,3735,41.65
G26016300786,STCTY-26163 TRACT-    0786     IN DETROIT MI,7584,7582,2,5647,2,3630,42.97
G26016300787,STCTY-26163 TRACT-    0787     IN DETROIT MI,5214,5212,2,4175,1,5263,47.66
G26016300788,STCTY-26163 TRACT-    0788     IN DETROIT MI,4076,4075,1,3444,0,3427,32.76
G26016300789,STCTY-26163 TRACT-    0789     IN DETROIT MI,2417,2417,0,1796,0,3413,41.91
G26016300790,STCTY-26163 TRACT-    0790     IN DETROIT MI,7802,7792,10,5760,10,3460,39.58
G26016300791,STCTY-26163 TRACT-    0791     IN DETROIT MI,5716,5697,19,4246,16,2824,36.19
G26016300792,STCTY-26163 TRACT-    0792     IN DETROIT MI,4931,4829,102,3769,102,3017,38.24
G26016300793,STCTY-26163 TRACT-    0793     IN DETROIT MI,3976,3960,16,3129,16,3699,44.34
G26016300794,STCTY-26163 TRACT-    0794     IN DETROIT MI,3724,3718,6,3054,6,2817,38.58
G26016300795,STCTY-26163 TRACT-    0795     IN DETROIT MI,3937,3936,1,3216,0,2811,35.81
G26016300796,STCTY-26163 TRACT-    0796     IN DETROIT MI,5920,5714,206,4572,204,2973,36.21
G26016300797,STCTY-26163 TRACT-    0797     IN DETROIT MI,2712,2680,32,2178,32,3261,39.4
G26016300801,STCTY-26163 TRACT-    0801     IN DETROIT MI ADJ AREA,0,0,0,0,0,0,0
G26016300802,STCTY-26163 TRACT-    0802     IN DETROIT MI ADJ AREA,115,115,0,105,0,0,0
G26016300803,STCTY-26163 TRACT-    0803     IN DETROIT MI ADJ AREA,13239,13230,9,11075,3,3067,33.98
G26016300804,STCTY-26163 TRACT-    0804     IN DETROIT MI ADJ AREA,3654,1121,2533,837,2533,1855,27.72
G26016300805,STCTY-26163 TRACT-    0805     IN DETROIT MI ADJ AREA,3756,3756,0,3070,0,3275,35.64
G26016300806,STCTY-26163 TRACT-    0806     IN DETROIT MI ADJ AREA,3962,3962,0,3513,0,3528,35.5
G26016300807,STCTY-26163 TRACT-    0807     IN DETROIT MI ADJ AREA,5491,3646,1845,2959,1817,2168,31.05
G26016300808,STCTY-26163 TRACT-    0808     IN DETROIT MI ADJ AREA,5053,5052,1,4161,1,3793,36.18
G26016300809,STCTY-26163 TRACT-    0809     IN DETROIT MI ADJ AREA,4923,4923,0,4135,0,3139,36.85
G26016300810,STCTY-26163 TRACT-    0810     IN DETROIT MI ADJ AREA,8242,8242,0,6709,0,3301,29.99
G26016300811,STCTY-26163 TRACT-    0811     IN DETROIT MI ADJ AREA,6674,6673,1,5819,1,3991,38.45
G26016300812,STCTY-26163 TRACT-    0812     IN DETROIT MI ADJ AREA,5726,5724,2,4851,2,2873,29.56
G26016300813,STCTY-26163 TRACT-    0813     IN DETROIT MI ADJ AREA,804,795,9,712,9,3346,0
G26016300814,STCTY-26163 TRACT-    0814     IN DETROIT MI ADJ AREA,2206,2181,25,1914,25,5938,43.45
G26016300815,STCTY-26163 TRACT-    0815     IN DETROIT MI ADJ AREA,5284,5277,7,4657,7,3781,35.58
G26016300816,STCTY-26163 TRACT-    0816     IN DETROIT MI ADJ AREA,53,53,0,43,0,0,0
G26016300817,STCTY-26163 TRACT-    0817     IN DETROIT MI ADJ AREA,1782,1776,6,1641,6,2830,0
G26016300818,STCTY-26163 TRACT-    0818     IN DETROIT MI ADJ AREA,6025,6024,1,5228,0,3534,36.09
G26016300819,STCTY-26163 TRACT-    0819     IN DETROIT MI ADJ AREA,1771,1771,0,1499,0,2412,33.57
G26016300820,STCTY-26163 TRACT-    0820     IN DETROIT MI ADJ AREA,7440,7436,4,6312,0,2900,35.53
G26016300821,STCTY-26163 TRACT-    0821     IN DETROIT MI ADJ AREA,3487,3487,0,3068,0,5063,45.13
G26016300822,STCTY-26163 TRACT-    0822     IN DETROIT MI ADJ AREA,4764,4757,7,3915,0,2328,33.8
G26016300823,STCTY-26163 TRACT-    0823     IN DETROIT MI ADJ AREA,93,92,1,85,1,0,0
G26016300824,STCTY-26163 TRACT-    0824     IN DETROIT MI ADJ AREA,3968,3968,0,3478,0,2174,32.3
G26016300825,STCTY-26163 TRACT-    0825     IN DETROIT MI ADJ AREA,1896,1895,1,1656,1,2849,45.07
G26016300826,STCTY-26163 TRACT-    0826     IN DETROIT MI ADJ AREA,4540,4539,1,4008,1,5019,41.82
G26016300827,STCTY-26163 TRACT-    0827     IN DETROIT MI ADJ AREA,2281,2281,0,2000,0,3641,35.51
G26016300828,STCTY-26163 TRACT-    0828     IN DETROIT MI ADJ AREA,3559,3549,10,3140,8,6660,0
G26016300829,STCTY-26163 TRACT-    0829     IN DETROIT MI ADJ AREA,3076,3060,16,2688,13,7184,44.78
G26016300830,STCTY-26163 TRACT-    0830     IN DETROIT MI ADJ AREA,1612,1606,6,1334,6,4169,37.92
G26016300831,STCTY-26163 TRACT-    0831     IN DETROIT MI ADJ AREA,2943,2932,11,2222,2,4070,37.34
G26016300832,STCTY-26163 TRACT-    0832     IN DETROIT MI ADJ AREA,9929,9928,1,7620,0,4376,42.41
G26016300833,STCTY-26163 TRACT-    0833     IN DETROIT MI ADJ AREA,5931,5931,0,4697,0,4375,43.15
G26016300834,STCTY-26163 TRACT-    0834     IN DETROIT MI ADJ AREA,7044,7044,0,5634,0,4041,41.89
G26016300835,STCTY-26163 TRACT-    0835     IN DETROIT MI ADJ AREA,6391,6388,3,5133,3,5698,49.54
G26016300836,STCTY-26163 TRACT-    0836     IN DETROIT MI ADJ AREA,2960,2959,1,2392,1,6437,51.17
G26016300837,STCTY-26163 TRACT-    0837     IN DETROIT MI ADJ AREA,2374,2371,3,1869,0,3654,37.89
G26016300838,STCTY-26163 TRACT-    0838     IN DETROIT MI ADJ AREA,1083,1083,0,787,0,2104,30.25
G26016300839,STCTY-26163 TRACT-    0839     IN DETROIT MI ADJ AREA,7812,7776,36,4616,0,2684,35.03
G26016300840,STCTY-26163 TRACT-    0840     IN DETROIT MI ADJ AREA,153,153,0,142,0,0,0
G26016300841,STCTY-26163 TRACT-    0841     IN DETROIT MI ADJ AREA,2373,2372,1,2044,0,2250,26.85
G26016300842,STCTY-26163 TRACT-    0842     IN DETROIT MI ADJ AREA,2771,92,2679,77,2679,1979,22
G26016300843,STCTY-26163 TRACT-    0843     IN DETROIT MI ADJ AREA,1238,1194,44,1082,44,2250,33.89
G26016300844,STCTY-26163 TRACT-    0844     IN DETROIT MI ADJ AREA,662,662,0,556,0,2265,0
G26016300845,STCTY-26163 TRACT-    0845     IN DETROIT MI ADJ AREA,4096,4089,7,3566,1,1760,29.41
G26016300846,STCTY-26163 TRACT-    0846     IN DETROIT MI ADJ AREA,4084,4083,1,3611,1,1514,17.09
G26016300847,STCTY-26163 TRACT-    0847     IN DETROIT MI ADJ AREA,6867,6865,2,5920,2,2826,30.51
G26016300869,STCTY-26163 TRACT-    0869     IN DETROIT MI ADJ AREA,3496,3414,82,2852,79,16133,52.83
